balance,annual_interest_rate,interest_rate_type,repayment_term,monthly_payment,account_update_date,account_type_id,users_id,,,
62159.36,1.14,Float,,,4/7/2020 5:08,13,489,,,
3667.26,27.5,Float,,,4/7/2020 5:38,6,395,,,
172997.16,0.93,Fixed,,,4/7/2020 5:44,13,616,,,
51884.11,,,,,4/7/2020 9:14,10,829,,,
6109.58,,,,,4/7/2020 10:03,12,444,,,
18007.01,1.41,Float,,,4/7/2020 10:04,13,329,,,
"125,468.72",1.19,Float,330,36,4/7/2020 13:49,2,891,,,
195213.57,0.33,Fixed,,,4/7/2020 16:45,13,30,,,
8086.3,28.18,Fixed,,,4/7/2020 16:45,6,30,,,
7609.62,,,,,4/7/2020 16:45,12,30,,,
26113.73,,,,,4/7/2020 16:45,7,30,,,
302672.22,,,,,4/7/2020 23:38,9,342,,,
37052.8,1.16,Fixed,,,4/8/2020 0:52,13,106,,,
4108.55,,,,,4/8/2020 2:47,12,422,,,
8120.7,6.5,Fixed,38,20,4/8/2020 2:47,5,422,,,
5060.45,,,,,4/8/2020 5:59,12,66,,,
3808.25,,,,,4/8/2020 11:17,12,190,,,
385287,,,,,4/8/2020 11:17,9,190,,,
183443.21,8.12,Fixed,83,61,4/8/2020 11:17,4,190,,,
16327.77,,,,,4/8/2020 11:17,7,190,,,
83252.51,,,,,4/8/2020 11:17,7,190,,,
175679.45,5.03,Float,42,27,4/8/2020 14:28,4,621,,,
178421.09,6.2,Float,109,13,4/8/2020 16:04,4,457,,,
6911.29,21.77,Fixed,,,4/8/2020 16:18,6,818,,,
118744.41,1.81,Float,,,4/8/2020 18:56,13,27,,,
454.61,7.31,Fixed,30,64,4/8/2020 19:02,3,345,,,
640.07,7.84,Float,6,40,4/9/2020 1:47,3,506,,,
165197.82,4.21,Float,191,26,4/9/2020 6:23,4,664,,,
64378.18,,,,,4/9/2020 6:23,9,664,,,
"200,772.32",1.54,Fixed,16,47,4/9/2020 6:23,2,664,,,
174816.42,0.58,Fixed,,,4/9/2020 9:28,13,313,,,
4318.31,17.92,Float,,,4/9/2020 9:28,6,313,,,
1466.65,,,,,4/9/2020 9:28,12,313,,,
23401.59,2.53,Fixed,,,4/9/2020 9:28,14,313,,,
144348.39,,,,,4/9/2020 9:28,7,313,,,
2646.26,6.45,Fixed,217,7,4/9/2020 12:11,4,754,,,
966.75,17.79,Float,,,4/9/2020 18:05,6,865,,,
57750.06,,,,,4/9/2020 20:46,11,872,,,
152844.46,1.49,Float,,,4/9/2020 20:46,13,872,,,
4860.41,24.59,Fixed,,,4/9/2020 21:04,6,332,,,
24658,4.11,Float,16,98,4/9/2020 22:46,5,855,,,
9988.66,,,,,4/9/2020 23:23,12,505,,,
"182,332.03",3.92,Float,273,37,4/9/2020 23:23,2,505,,,
87266.66,7.26,Float,31,10,4/9/2020 23:23,4,505,,,
171.53,11.34,Float,,,4/10/2020 3:54,6,398,,,
58761.32,,,,,4/10/2020 4:20,11,863,,,
8727.08,13.33,Fixed,,,4/10/2020 4:38,6,395,,,
156982.93,2.32,Fixed,,,4/10/2020 4:38,13,770,,,
6881.92,13.4,Fixed,,,4/10/2020 12:03,6,776,,,
"124,334.40",3.98,Fixed,207,94,4/10/2020 12:03,2,776,,,
32563.54,,,,,4/10/2020 12:03,11,776,,,
522.52,,,,,4/10/2020 12:31,8,671,,,
5540.84,,,,,4/10/2020 14:21,12,543,,,
1659.87,,,,,4/10/2020 16:04,12,310,,,
400.62,,,,,4/10/2020 17:04,12,274,,,
153097.31,7.71,Float,147,31,4/10/2020 17:05,4,969,,,
596.83,,,,,4/10/2020 20:12,12,581,,,
214230.66,1.28,Float,,,4/10/2020 20:28,13,280,,,
34776.94,,,,,4/10/2020 20:42,11,76,,,
10152.02,4.14,Fixed,13,97,4/10/2020 23:01,5,432,,,
244515.35,1.27,Fixed,,,4/11/2020 4:38,13,179,,,
9819.58,29.68,Float,,,4/11/2020 7:05,6,689,,,
230540.61,,,,,4/11/2020 7:05,9,689,,,
148107.76,1.5,Fixed,,,4/11/2020 7:05,13,689,,,
2263.21,,,,,4/11/2020 7:05,9,689,,,
89662.12,7.1,Fixed,47,97,4/11/2020 7:05,4,689,,,
123005.57,8.09,Fixed,16,21,4/11/2020 7:05,4,689,,,
523.58,,,,,4/11/2020 7:23,12,265,,,
59051.96,,,,,4/11/2020 7:23,11,265,,,
27981.38,,,,,4/11/2020 7:23,7,265,,,
35431.19,1.09,Fixed,,,4/11/2020 7:23,13,265,,,
14566.61,27.46,Fixed,,,4/11/2020 9:00,6,18,,,
193381.3,3.57,Fixed,228,75,4/11/2020 9:08,4,550,,,
442.5,,,,,4/11/2020 13:50,12,690,,,
"700,505.41",5.47,Fixed,180,70,4/11/2020 13:50,2,690,,,
3765.04,4.12,Fixed,,,4/11/2020 13:50,14,690,,,
93656.38,5.7,Fixed,220,3,4/11/2020 14:34,4,910,,,
131305.2,,,,,4/11/2020 14:34,7,910,,,
8786.92,,,,,4/11/2020 14:34,11,910,,,
125869.27,5.58,Float,237,52,4/11/2020 17:36,4,103,,,
239202.62,0.41,Fixed,,,4/11/2020 19:01,13,416,,,
1962.16,21.41,Fixed,,,4/11/2020 19:37,6,539,,,
86583.38,8.3,Fixed,221,10,4/11/2020 20:23,4,980,,,
22145.4,0.52,Float,,,4/11/2020 20:46,13,909,,,
129729.42,0.29,Float,,,4/11/2020 21:16,13,568,,,
20072.87,0.62,Float,,,4/11/2020 22:46,13,66,,,
"342,709.38",0.69,Fixed,66,88,4/12/2020 1:09,2,421,,,
9296.2,,,,,4/12/2020 2:20,12,332,,,
88982.97,4.82,Fixed,179,45,4/12/2020 3:08,4,925,,,
13805.04,29.61,Float,,,4/12/2020 3:28,6,353,,,
23967.96,6.57,Fixed,39,12,4/12/2020 3:34,5,928,,,
247777.44,0.98,Fixed,,,4/12/2020 3:56,13,240,,,
122364.66,,,,,4/12/2020 4:56,7,450,,,
6820.86,16.37,Fixed,,,4/12/2020 5:25,6,86,,,
39917.56,8.05,Fixed,99,79,4/12/2020 5:28,4,97,,,
51292.17,2.31,Float,,,4/12/2020 6:25,13,60,,,
164636.4,2.33,Float,,,4/12/2020 8:33,13,692,,,
81804.26,,,,,4/12/2020 9:10,7,106,,,
206177.03,0.97,Fixed,,,4/12/2020 10:03,13,628,,,
8971.61,,,,,4/12/2020 10:37,12,619,,,
6948.63,,,,,4/12/2020 11:12,12,443,,,
130745.06,0.13,Float,,,4/12/2020 11:12,13,443,,,
95795.27,0.4,Float,,,4/12/2020 11:42,13,839,,,
102977.22,7.97,Float,29,17,4/12/2020 11:42,4,839,,,
195266.65,,,,,4/12/2020 11:58,9,352,,,
5839.98,,,,,4/12/2020 12:28,12,45,,,
85372.61,2.21,Float,,,4/12/2020 14:54,13,997,,,
48978.83,0.93,Fixed,,,4/12/2020 15:20,13,753,,,
120444.27,,,,,4/12/2020 17:06,7,853,,,
4143.95,,,,,4/12/2020 19:01,11,358,,,
4243.34,26.36,Fixed,,,4/12/2020 21:31,6,502,,,
39156.55,0.44,Float,,,4/13/2020 1:14,13,819,,,
6150.2,,,,,4/13/2020 1:47,12,541,,,
21725.45,3.98,Float,55,47,4/13/2020 3:03,5,202,,,
57322.67,2.24,Fixed,,,4/13/2020 3:17,13,535,,,
4946.88,,,,,4/13/2020 3:29,12,425,,,
120328.2,,,,,4/13/2020 3:37,8,778,,,
363108.35,,,,,4/13/2020 4:00,9,591,,,
5655.19,,,,,4/13/2020 4:00,12,591,,,
225791.19,1.15,Fixed,,,4/13/2020 4:00,13,591,,,
230725.83,,,,,4/13/2020 4:00,9,591,,,
149291.16,4.26,Fixed,69,61,4/13/2020 4:34,4,345,,,
122616.04,2.38,Fixed,,,4/13/2020 6:25,13,254,,,
9640.11,29.91,Fixed,,,4/13/2020 6:37,6,558,,,
106986.19,8.37,Fixed,232,33,4/13/2020 6:37,4,558,,,
24153.79,6.84,Fixed,100,57,4/13/2020 6:40,4,538,,,
"240,531.67",1.06,Fixed,264,38,4/13/2020 8:17,2,721,,,
75215.08,,,,,4/13/2020 12:39,7,353,,,
8573.82,29.15,Float,,,4/13/2020 13:53,6,920,,,
100.25,,,,,4/13/2020 17:13,12,372,,,
8644.81,,,,,4/13/2020 19:07,12,235,,,
3831.95,20.39,Fixed,,,4/13/2020 19:47,6,332,,,
7397.31,17.28,Fixed,,,4/13/2020 20:36,6,378,,,
20196.93,,,,,4/13/2020 20:36,9,378,,,
9441.34,23.12,Fixed,,,4/13/2020 20:36,6,378,,,
6999.05,,,,,4/13/2020 21:19,12,127,,,
129066.98,1.3,Fixed,,,4/13/2020 21:36,13,863,,,
1509.41,,,,,4/13/2020 23:24,12,264,,,
1022.04,7.76,Fixed,50,47,4/13/2020 23:46,1,680,,,
5340.56,18.66,Fixed,,,4/13/2020 23:46,6,680,,,
1071.41,,,,,4/14/2020 0:16,12,768,,,
18491.19,3.35,Fixed,49,3,4/14/2020 0:49,5,39,,,
423342.06,,,,,4/14/2020 1:00,9,478,,,
8280.32,29.09,Fixed,,,4/14/2020 1:32,6,628,,,
4687.75,4.1,Float,4,28,4/14/2020 2:52,5,940,,,
66456.4,1.87,Fixed,,,4/14/2020 4:17,13,932,,,
1054.56,25.42,Float,,,4/14/2020 4:56,6,889,,,
4697.41,3.91,Float,21,79,4/14/2020 5:03,5,997,,,
238677,1.79,Fixed,,,4/14/2020 5:41,13,100,,,
8770.22,26.83,Fixed,,,4/14/2020 6:42,6,939,,,
103672.35,,,,,4/14/2020 7:13,7,698,,,
15664.19,3.42,Float,13,15,4/14/2020 7:13,5,698,,,
3745.28,,,,,4/14/2020 8:20,12,484,,,
2488.63,3.63,Fixed,12,37,4/14/2020 8:57,3,58,,,
243338.62,2.28,Float,,,4/14/2020 14:04,13,534,,,
55169.22,,,,,4/14/2020 15:05,7,324,,,
31176.21,3.36,Fixed,100,56,4/14/2020 16:15,4,320,,,
157432.78,3.91,Fixed,114,98,4/14/2020 17:55,4,289,,,
5399.99,28.35,Fixed,,,4/14/2020 18:17,6,212,,,
50138.4,5.56,Fixed,64,70,4/14/2020 20:08,4,785,,,
324719.31,,,,,4/14/2020 22:57,9,956,,,
"713,278.12",4.1,Float,248,87,4/14/2020 22:59,2,240,,,
30496.01,,,,,4/15/2020 1:12,11,473,,,
81911.67,,,,,4/15/2020 1:12,7,473,,,
108295.35,7.82,Fixed,46,77,4/15/2020 1:12,4,473,,,
75727.59,0.9,Float,,,4/15/2020 1:12,13,473,,,
634.31,,,,,4/15/2020 1:12,12,473,,,
7621.87,4.44,Float,20,26,4/15/2020 1:12,5,473,,,
9615.72,,,,,4/15/2020 1:18,12,344,,,
17610.03,6.57,Float,35,36,4/15/2020 2:25,5,774,,,
1876.57,28.78,Float,,,4/15/2020 3:34,6,434,,,
186539.09,,,,,4/15/2020 3:46,8,599,,,
196.71,10.11,Float,37,25,4/15/2020 3:46,3,599,,,
2681.33,,,,,4/15/2020 3:46,12,599,,,
19775.58,1.18,Fixed,,,4/15/2020 3:46,13,599,,,
98595.04,6.7,Float,230,69,4/15/2020 5:13,4,432,,,
58147.93,1.68,Fixed,,,4/15/2020 5:19,13,666,,,
4592.83,3.64,Fixed,59,31,4/15/2020 5:20,5,158,,,
348334.32,,,,,4/15/2020 5:53,9,826,,,
137498.17,4.2,Float,159,77,4/15/2020 6:58,4,2,,,
6693.91,,,,,4/15/2020 8:43,12,966,,,
5137.37,,,,,4/15/2020 8:55,12,68,,,
"229,570.91",2.89,Float,270,64,4/15/2020 9:16,2,160,,,
21068.35,4.08,Fixed,,,4/15/2020 9:16,14,160,,,
6858.31,,,,,4/15/2020 9:16,12,160,,,
243112.92,1.88,Float,,,4/15/2020 9:16,13,160,,,
191003.72,,,,,4/15/2020 9:16,9,160,,,
156664.89,,,,,4/15/2020 12:45,9,125,,,
179268.28,5.9,Fixed,11,82,4/15/2020 12:49,4,980,,,
8081.37,4.1,Float,6,52,4/15/2020 13:51,1,312,,,
27.66,,,,,4/15/2020 17:41,12,918,,,
141646.23,1.32,Float,,,4/15/2020 18:10,13,234,,,
4794.89,,,,,4/15/2020 18:30,7,604,,,
23368.58,4.29,Float,11,39,4/15/2020 19:31,5,426,,,
117556.27,8.2,Float,70,24,4/15/2020 21:57,4,666,,,
8919.28,27.81,Float,,,4/15/2020 22:05,6,863,,,
13870.34,11.75,Fixed,,,4/16/2020 0:16,6,815,,,
197280.47,0.07,Float,,,4/16/2020 1:42,13,776,,,
11013.85,26.65,Float,,,4/16/2020 4:10,6,829,,,
7638.57,,,,,4/16/2020 5:39,12,370,,,
3457.52,22.24,Fixed,,,4/16/2020 5:39,6,370,,,
35929.5,,,,,4/16/2020 5:56,11,82,,,
1462.39,,,,,4/16/2020 8:31,7,743,,,
52618.45,,,,,4/16/2020 9:10,7,432,,,
320279.61,,,,,4/16/2020 9:57,9,343,,,
263.25,5.66,Fixed,4,99,4/16/2020 9:57,5,343,,,
24551.7,4.61,Fixed,33,56,4/16/2020 9:57,5,343,,,
8208.27,,,,,4/16/2020 10:50,12,241,,,
20450.24,8.41,Fixed,186,50,4/16/2020 10:50,4,241,,,
97024.11,,,,,4/16/2020 10:50,7,241,,,
162715.28,1.66,Float,,,4/16/2020 10:50,13,241,,,
63553.75,,,,,4/16/2020 10:50,9,241,,,
50048.91,,,,,4/16/2020 10:50,7,241,,,
3443.46,28.55,Fixed,,,4/16/2020 12:14,6,704,,,
53162.49,2.18,Float,,,4/16/2020 12:52,13,168,,,
3868.92,17.83,Float,,,4/16/2020 12:52,6,168,,,
48121.75,,,,,4/16/2020 12:52,7,168,,,
3225.66,27.09,Float,,,4/16/2020 12:52,6,168,,,
8345.87,,,,,4/16/2020 17:21,12,187,,,
244832.3,0.78,Fixed,,,4/16/2020 18:36,13,564,,,
7069.2,,,,,4/16/2020 21:02,10,746,,,
2099.12,,,,,4/16/2020 23:20,12,347,,,
7387.24,4.01,Fixed,30,85,4/17/2020 0:57,5,559,,,
22852.52,3.94,Fixed,,,4/17/2020 1:43,14,426,,,
29044.12,0.68,Float,,,4/17/2020 6:15,13,818,,,
71703.41,,,,,4/17/2020 10:10,10,771,,,
2668.5,19.7,Fixed,,,4/17/2020 10:10,6,771,,,
98342.72,0.86,Fixed,,,4/17/2020 13:09,13,358,,,
3852.5,10.34,Fixed,55,85,4/17/2020 15:20,3,608,,,
8100.69,3.56,Float,13,13,4/17/2020 16:35,5,370,,,
"61,215.26",6.1,Float,262,53,4/17/2020 17:55,2,923,,,
"702,340.92",2.44,Fixed,324,21,4/17/2020 18:15,2,325,,,
8427.02,,,,,4/17/2020 18:15,12,325,,,
106342.38,6.99,Float,157,50,4/17/2020 18:15,4,325,,,
100585.27,,,,,4/17/2020 18:15,7,325,,,
15359.08,,,,,4/17/2020 19:08,8,66,,,
146168.35,0.75,Float,,,4/17/2020 21:04,13,492,,,
8144.09,,,,,4/17/2020 21:04,12,492,,,
381209.27,,,,,4/17/2020 21:21,9,300,,,
129708.87,7.78,Fixed,171,37,4/17/2020 21:21,4,300,,,
448578.46,,,,,4/17/2020 21:46,9,132,,,
10791.66,26.42,Float,,,4/17/2020 22:27,6,772,,,
130316.84,,,,,4/17/2020 22:48,9,137,,,
2406.23,,,,,4/17/2020 23:20,10,595,,,
38676.18,,,,,4/17/2020 23:28,7,114,,,
3092.58,,,,,4/18/2020 0:12,12,216,,,
290488.42,,,,,4/18/2020 2:57,9,709,,,
8947.38,,,,,4/18/2020 5:03,12,711,,,
149820.61,1.71,Float,,,4/18/2020 5:03,13,711,,,
403828.12,,,,,4/18/2020 7:50,9,921,,,
"544,706.22",2.22,Float,168,84,4/18/2020 10:33,2,604,,,
15876.06,2.46,Float,,,4/18/2020 11:15,13,339,,,
5015.96,12.82,Float,,,4/18/2020 11:15,6,339,,,
5623.93,3.46,Fixed,42,56,4/18/2020 11:15,5,339,,,
75021.68,5.64,Float,203,59,4/18/2020 11:15,4,339,,,
33463.08,,,,,4/18/2020 11:50,10,450,,,
"594,180.12",6.47,Float,60,32,4/18/2020 15:35,2,276,,,
84520.49,,,,,4/18/2020 15:35,9,276,,,
46800.1,0.99,Float,,,4/18/2020 15:51,13,252,,,
24876.78,2.02,Fixed,,,4/18/2020 15:51,14,252,,,
3179.32,5.47,Fixed,36,25,4/18/2020 15:51,5,252,,,
1582.09,,,,,4/18/2020 16:58,12,604,,,
95793.25,1.7,Float,,,4/18/2020 19:36,13,438,,,
53387.59,7.38,Fixed,75,27,4/18/2020 19:36,4,438,,,
60158.61,,,,,4/18/2020 19:36,10,438,,,
4503.41,27.73,Float,,,4/18/2020 19:36,6,438,,,
"82,189.00",5.86,Fixed,46,39,4/18/2020 22:30,2,230,,,
1366.92,1.85,Float,,,4/19/2020 0:26,13,257,,,
210539.43,2.25,Float,,,4/19/2020 4:29,13,117,,,
81832.16,,,,,4/19/2020 5:11,7,916,,,
3180.37,,,,,4/19/2020 5:55,12,290,,,
183101.34,1.21,Float,,,4/19/2020 8:39,13,826,,,
"359,988.32",4.66,Float,119,71,4/19/2020 11:10,2,704,,,
"387,945.83",0.6,Float,352,12,4/19/2020 12:13,2,342,,,
857.25,,,,,4/19/2020 12:40,12,698,,,
430.21,3.34,Fixed,57,42,4/19/2020 12:52,5,87,,,
"24,714.68",6.1,Fixed,246,67,4/19/2020 13:07,2,486,,,
"526,318.74",2.03,Float,332,97,4/19/2020 14:08,2,225,,,
5332.06,29.72,Float,,,4/19/2020 19:24,6,801,,,
8257.11,,,,,4/19/2020 19:46,12,271,,,
10236.58,15.9,Float,,,4/19/2020 19:46,6,271,,,
6538.25,22.23,Fixed,,,4/19/2020 19:46,6,271,,,
69923.29,,,,,4/19/2020 19:46,9,271,,,
68865.55,1.01,Fixed,,,4/19/2020 19:46,13,271,,,
8562.54,,,,,4/19/2020 21:38,12,689,,,
"84,359.76",4.3,Fixed,25,20,4/19/2020 23:18,2,746,,,
4174.14,23.44,Fixed,,,4/19/2020 23:25,6,460,,,
"692,077.55",1.53,Float,339,29,4/20/2020 0:39,2,202,,,
42546.65,4.4,Fixed,208,43,4/20/2020 1:06,4,928,,,
8461.81,24.21,Float,,,4/20/2020 1:09,6,492,,,
95257.68,,,,,4/20/2020 1:13,7,89,,,
2703.57,,,,,4/20/2020 1:13,12,89,,,
99901.43,1.81,Float,,,4/20/2020 1:13,13,89,,,
27279.75,7.61,Float,1,86,4/20/2020 2:17,4,268,,,
7552.98,,,,,4/20/2020 4:35,12,588,,,
13181.38,0.94,Float,,,4/20/2020 5:10,13,274,,,
80916.93,6.15,Float,108,61,4/20/2020 6:21,4,410,,,
"76,724.64",1.9,Fixed,79,25,4/20/2020 6:21,2,410,,,
103776.45,2.29,Fixed,,,4/20/2020 6:21,13,410,,,
4962.73,16.7,Fixed,,,4/20/2020 7:18,6,2,,,
182479.89,1.07,Fixed,,,4/20/2020 8:21,13,324,,,
96023.85,0.94,Float,,,4/20/2020 10:25,13,38,,,
159876.87,0.84,Fixed,,,4/20/2020 14:30,13,862,,,
139654.57,,,,,4/20/2020 14:30,9,862,,,
8316.59,16.09,Fixed,,,4/20/2020 14:41,6,330,,,
229084.59,0.68,Fixed,,,4/20/2020 14:52,13,321,,,
193535.22,0.03,Float,,,4/20/2020 17:17,13,246,,,
14201.38,13.29,Float,,,4/20/2020 17:17,6,246,,,
137268.85,5.53,Float,119,20,4/20/2020 17:17,4,246,,,
1772.3,22.11,Float,,,4/20/2020 17:17,6,246,,,
7643.82,,,,,4/20/2020 17:17,12,246,,,
1324.61,,,,,4/20/2020 18:18,12,240,,,
56384.87,,,,,4/20/2020 19:31,9,716,,,
9444.1,5.18,Float,1,50,4/20/2020 19:42,5,330,,,
3040.96,,,,,4/20/2020 19:55,12,596,,,
230411.48,0.29,Float,,,4/20/2020 19:55,13,596,,,
75714.07,3.94,Float,157,35,4/20/2020 19:55,4,596,,,
23009.29,,,,,4/20/2020 19:55,11,596,,,
194586.15,0.09,Float,,,4/21/2020 0:14,13,624,,,
7406.3,0.63,Float,,,4/21/2020 1:27,13,472,,,
10392.21,15.25,Float,,,4/21/2020 2:52,6,36,,,
204886.24,1.85,Fixed,,,4/21/2020 3:01,13,650,,,
"716,448.39",1.44,Fixed,112,25,4/21/2020 4:09,2,98,,,
5250.21,0.14,Float,,,4/21/2020 6:02,13,325,,,
75140.53,4.43,Fixed,78,64,4/21/2020 6:29,4,393,,,
220848.44,,,,,4/21/2020 8:30,9,981,,,
4621.76,8.41,Fixed,51,19,4/21/2020 13:30,1,999,,,
43413.86,1.62,Float,,,4/21/2020 14:48,13,216,,,
102864.36,4.65,Fixed,28,80,4/21/2020 17:04,4,361,,,
1648.14,19.66,Float,,,4/21/2020 17:04,6,361,,,
27769.68,,,,,4/21/2020 17:24,11,560,,,
9900.9,,,,,4/21/2020 17:24,12,560,,,
6523.81,4.9,Float,55,92,4/21/2020 20:00,5,430,,,
"142,058.40",1.02,Float,301,69,4/21/2020 23:09,2,760,,,
180525.37,0.29,Float,,,4/21/2020 23:09,13,760,,,
9369.37,21.07,Float,,,4/21/2020 23:09,6,760,,,
21678.48,,,,,4/22/2020 1:18,10,819,,,
17385.24,5.07,Float,26,89,4/22/2020 1:39,5,193,,,
129265.94,,,,,4/22/2020 2:23,8,84,,,
364938.94,,,,,4/22/2020 3:28,9,511,,,
99272.03,3.6,Fixed,237,36,4/22/2020 3:40,4,990,,,
8869.2,,,,,4/22/2020 4:43,12,665,,,
18595.28,,,,,4/22/2020 6:10,7,829,,,
42687.1,,,,,4/22/2020 6:14,7,322,,,
652.71,14.95,Fixed,,,4/22/2020 6:25,6,608,,,
172333.46,,,,,4/22/2020 6:49,9,847,,,
209983.19,1.31,Fixed,,,4/22/2020 9:26,13,450,,,
45692.48,,,,,4/22/2020 9:28,10,832,,,
6136.57,,,,,4/22/2020 11:46,12,199,,,
11001.49,6.28,Float,10,7,4/22/2020 11:46,5,199,,,
6872.81,5.46,Float,15,85,4/22/2020 13:34,5,746,,,
935.07,,,,,4/22/2020 14:08,12,427,,,
142157.23,0.68,Fixed,,,4/22/2020 14:08,13,427,,,
255404.87,,,,,4/22/2020 14:08,8,427,,,
20029.03,,,,,4/22/2020 18:43,9,172,,,
130238.34,,,,,4/22/2020 18:46,7,507,,,
251760.26,,,,,4/22/2020 18:46,8,507,,,
35714.63,,,,,4/22/2020 19:49,7,982,,,
211939.49,1.8,Float,,,4/22/2020 20:38,13,880,,,
8469.47,,,,,4/22/2020 21:57,12,261,,,
15641.42,3.18,Float,39,72,4/23/2020 2:21,5,542,,,
5531.44,,,,,4/23/2020 6:38,12,534,,,
248107.35,1.79,Float,,,4/23/2020 7:56,13,942,,,
"410,366.32",1.91,Float,203,15,4/23/2020 7:56,2,942,,,
4192.37,,,,,4/23/2020 9:03,12,589,,,
1178.46,,,,,4/23/2020 9:06,12,751,,,
3381.91,6,Float,57,31,4/23/2020 11:28,5,27,,,
4378.52,,,,,4/23/2020 11:36,12,339,,,
3550.47,27.22,Float,,,4/23/2020 11:56,6,379,,,
4300.71,,,,,4/23/2020 11:56,12,379,,,
11105.95,1.58,Float,,,4/23/2020 11:56,13,379,,,
"520,641.25",2.68,Fixed,49,82,4/23/2020 11:56,2,379,,,
417712.35,,,,,4/23/2020 11:56,9,379,,,
7056.34,,,,,4/23/2020 11:57,12,276,,,
144682.13,,,,,4/23/2020 15:23,8,887,,,
"597,533.76",2.84,Fixed,119,20,4/23/2020 15:23,2,887,,,
4771.29,,,,,4/23/2020 15:23,12,887,,,
8708.84,,,,,4/23/2020 15:59,12,55,,,
296247.14,,,,,4/23/2020 16:11,9,435,,,
185781.68,0.24,Float,,,4/23/2020 16:37,13,548,,,
11054.04,17.69,Float,,,4/23/2020 17:04,6,568,,,
195095.18,1.96,Fixed,,,4/23/2020 17:06,13,702,,,
1098.21,19.05,Float,,,4/23/2020 17:06,6,702,,,
3721.13,,,,,4/23/2020 17:19,12,745,,,
10435.73,5.63,Fixed,21,76,4/23/2020 20:32,5,497,,,
21718.77,,,,,4/23/2020 21:16,10,836,,,
109809.73,2.15,Float,,,4/23/2020 22:14,13,664,,,
9689.06,,,,,4/23/2020 22:25,12,976,,,
107117.25,,,,,4/23/2020 23:24,8,200,,,
1194.91,19.64,Fixed,,,4/23/2020 23:34,6,849,,,
6335.14,,,,,4/24/2020 0:09,12,48,,,
52475.44,1.93,Float,,,4/24/2020 0:09,13,48,,,
44061.83,1.36,Fixed,,,4/24/2020 2:35,13,456,,,
193826.75,2.28,Fixed,,,4/24/2020 4:25,13,455,,,
86083.92,,,,,4/24/2020 6:35,7,335,,,
107963.62,,,,,4/24/2020 7:28,7,979,,,
32893.55,7.94,Fixed,222,94,4/24/2020 7:38,4,793,,,
9437.36,3.53,Fixed,23,26,4/24/2020 7:49,5,682,,,
4668.93,,,,,4/24/2020 8:37,7,529,,,
5494.31,11.05,Fixed,,,4/24/2020 14:30,6,521,,,
111088.71,1.86,Fixed,,,4/24/2020 14:30,13,521,,,
6059.23,,,,,4/24/2020 14:30,12,521,,,
23876.12,0.3,Fixed,,,4/24/2020 15:27,13,88,,,
19073.4,,,,,4/24/2020 17:53,11,148,,,
2917.14,4.49,Float,35,17,4/24/2020 17:53,3,148,,,
"541,951.51",4.84,Float,27,90,4/24/2020 17:53,2,148,,,
74632.25,8.22,Float,199,98,4/24/2020 17:53,4,148,,,
5915.3,,,,,4/24/2020 17:53,12,148,,,
225525.39,0.8,Float,,,4/24/2020 17:53,13,148,,,
92002.5,,,,,4/24/2020 17:54,7,602,,,
4211.63,1.46,Fixed,,,4/24/2020 17:54,13,602,,,
128079.16,1.16,Float,,,4/24/2020 18:06,13,453,,,
51286.79,5.54,Float,32,27,4/24/2020 21:16,4,855,,,
5591.97,27.76,Fixed,,,4/25/2020 1:13,6,415,,,
99334.15,0.31,Fixed,,,4/25/2020 1:13,13,415,,,
13989.36,4.4,Fixed,41,51,4/25/2020 1:28,5,912,,,
9555.91,,,,,4/25/2020 2:00,12,208,,,
8943.77,,,,,4/25/2020 4:43,12,15,,,
12433.04,,,,,4/25/2020 4:43,11,15,,,
4575.35,12.83,Float,,,4/25/2020 4:43,6,15,,,
194786.14,7.65,Fixed,82,57,4/25/2020 7:30,4,912,,,
1339.4,27.89,Float,,,4/25/2020 9:03,6,256,,,
4479.84,,,,,4/25/2020 9:03,12,256,,,
119928.36,2.09,Float,,,4/25/2020 9:03,13,256,,,
93182.97,0.52,Fixed,,,4/25/2020 9:36,13,363,,,
68147.7,,,,,4/25/2020 9:36,10,363,,,
51017.73,,,,,4/25/2020 10:17,10,740,,,
200.69,15.01,Fixed,,,4/25/2020 11:08,6,734,,,
46807.79,0.05,Fixed,,,4/25/2020 11:08,13,734,,,
"647,411.49",6.44,Fixed,338,17,4/25/2020 11:08,2,734,,,
8225.08,14.19,Float,,,4/25/2020 11:13,6,46,,,
39082.56,,,,,4/25/2020 12:36,10,837,,,
14335.22,0.03,Fixed,91,97,4/25/2020 12:43,1,891,,,
100919.51,0.31,Float,,,4/25/2020 15:04,13,928,,,
7233.34,15.69,Float,,,4/25/2020 22:44,6,630,,,
1041.54,6.32,Float,49,73,4/26/2020 1:45,5,208,,,
1158.63,,,,,4/26/2020 2:51,11,981,,,
9745.97,,,,,4/26/2020 4:06,12,75,,,
21353.41,0.72,Fixed,,,4/26/2020 4:06,13,75,,,
143816.47,,,,,4/26/2020 6:11,7,71,,,
42230.32,0.65,Fixed,,,4/26/2020 11:07,13,905,,,
1307.27,,,,,4/26/2020 11:07,12,905,,,
36645.53,7.87,Fixed,68,72,4/26/2020 11:45,4,92,,,
139840.27,,,,,4/26/2020 13:08,7,818,,,
6885.93,10.09,Float,,,4/26/2020 13:12,6,126,,,
2668.52,28.58,Float,,,4/26/2020 16:21,6,796,,,
